,id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
112,2970776,CD1,2018-04-23 06:00:00,6.8,12.3,33.8,,,
113,2970777,BL0,2018-04-23 06:00:00,,8.5,29.6,,,
114,2970778,GR4,2018-04-23 06:00:00,2.2,10.8,22.9,,,
115,2970779,MY7,2018-04-23 06:00:00,13.5,32.4,,,,
116,2970780,HV1,2018-04-23 06:00:00,7.0,15.0,45.1,,,
117,2970781,GN3,2018-04-23 06:00:00,5.6,9.0,36.5,,,
118,2970782,GR9,2018-04-23 06:00:00,5.5,12.0,17.5,,,
119,2970783,LW2,2018-04-23 06:00:00,6.8,20.5,61.8,,,
120,2970784,GN0,2018-04-23 06:00:00,2.9,9.8,27.0,,,
121,2970785,KF1,2018-04-23 06:00:00,,,,,,
122,2970786,CD9,2018-04-23 06:00:00,,,93.3,,,
123,2970787,CT3,2018-04-23 06:00:00,,8.4,,,,
124,2970788,CT2,2018-04-23 06:00:00,,,,,,
125,2970789,BX9,2018-04-23 06:00:00,6.3,,,,,
126,2970790,BX1,2018-04-23 06:00:00,,10.2,10.1,,,
127,2970791,TH4,2018-04-23 06:00:00,7.2,16.4,74.5,,,
128,2970792,ST5,2018-04-23 06:00:00,,11.0,18.7,,,
129,2970793,RB7,2018-04-23 06:00:00,13.0,10.0,44.9,,,
130,2970794,TD5,2018-04-23 06:00:00,4.7,,,,,
131,2970832,CD1,2018-04-23 07:00:00,7.3,15.2,27.4,,,
132,2970833,BL0,2018-04-23 07:00:00,,13.1,44.6,,,
133,2970834,GR4,2018-04-23 07:00:00,4.0,9.5,22.3,,,
134,2970835,MY7,2018-04-23 07:00:00,16.5,29.3,,,,
135,2970836,HV1,2018-04-23 07:00:00,9.3,20.2,38.6,,,
136,2970837,GN3,2018-04-23 07:00:00,6.0,12.0,35.4,,,
137,2970838,GR9,2018-04-23 07:00:00,3.4,10.3,16.1,,,
138,2970839,LW2,2018-04-23 07:00:00,7.5,17.1,67.0,,,
139,2970840,GN0,2018-04-23 07:00:00,6.1,10.0,29.6,,,
140,2970841,KF1,2018-04-23 07:00:00,,,,,,
141,2970842,CD9,2018-04-23 07:00:00,,,84.0,,,
142,2970843,CT3,2018-04-23 07:00:00,,,,,,
143,2970844,CT2,2018-04-23 07:00:00,,,,,,
144,2970845,BX9,2018-04-23 07:00:00,8.1,,,,,
145,2970846,BX1,2018-04-23 07:00:00,,10.3,10.4,,,
146,2970847,TH4,2018-04-23 07:00:00,8.4,22.9,75.7,,,
147,2970848,ST5,2018-04-23 07:00:00,6.0,19.0,15.2,,,
148,2970849,RB7,2018-04-23 07:00:00,13.0,15.2,40.1,,,
149,2970850,TD5,2018-04-23 07:00:00,6.6,,,,,
150,2970888,CD1,2018-04-23 08:00:00,9.1,8.7,22.0,,,
151,2970889,BL0,2018-04-23 08:00:00,,18.0,37.5,,,
152,2970890,GR4,2018-04-23 08:00:00,5.1,9.4,17.8,,,
153,2970891,MY7,2018-04-23 08:00:00,14.6,23.6,,,,
154,2970892,HV1,2018-04-23 08:00:00,7.2,18.3,39.1,,,
155,2970893,GN3,2018-04-23 08:00:00,6.0,12.9,32.1,,,
156,2970894,GR9,2018-04-23 08:00:00,2.6,10.8,15.5,,,
157,2970895,LW2,2018-04-23 08:00:00,7.9,9.6,54.4,,,
158,2970896,GN0,2018-04-23 08:00:00,5.2,10.7,35.1,,,
159,2970897,KF1,2018-04-23 08:00:00,,,,,,
160,2970898,CD9,2018-04-23 08:00:00,,,77.9,,,
161,2970899,CT3,2018-04-23 08:00:00,,,,,,
162,2970900,CT2,2018-04-23 08:00:00,,,,,,
163,2970901,BX9,2018-04-23 08:00:00,7.4,,,,,
164,2970902,BX1,2018-04-23 08:00:00,,11.0,11.6,,,
165,2970903,TH4,2018-04-23 08:00:00,9.3,24.3,57.9,,,
166,2970904,ST5,2018-04-23 08:00:00,5.0,19.0,16.8,,,
167,2970905,RB7,2018-04-23 08:00:00,13.0,12.6,35.7,,,
168,2970906,TD5,2018-04-23 08:00:00,7.3,,,,,
169,2970944,CD1,2018-04-23 09:00:00,6.5,12.0,21.3,,,
170,2970945,BL0,2018-04-23 09:00:00,2.0,12.2,41.3,,,
171,2970946,GR4,2018-04-23 09:00:00,,10.4,,,,
172,2970947,MY7,2018-04-23 09:00:00,11.3,23.5,,,,
173,2970948,HV1,2018-04-23 09:00:00,7.6,17.4,40.6,,,
174,2970949,GN3,2018-04-23 09:00:00,7.8,14.0,34.3,,,
175,2970950,GR9,2018-04-23 09:00:00,3.0,8.9,12.6,,,
176,2970951,LW2,2018-04-23 09:00:00,8.7,18.0,68.4,,,
177,2970952,GN0,2018-04-23 09:00:00,6.6,11.5,31.7,,,
178,2970953,KF1,2018-04-23 09:00:00,,,,,,
179,2970954,CD9,2018-04-23 09:00:00,,,78.4,,,
180,2970955,CT3,2018-04-23 09:00:00,,,,,,
181,2970956,CT2,2018-04-23 09:00:00,,,,,,
182,2970957,BX9,2018-04-23 09:00:00,6.2,,,,,
183,2970958,BX1,2018-04-23 09:00:00,,9.7,8.0,,,
184,2970959,TH4,2018-04-23 09:00:00,7.6,25.1,58.2,,,
185,2970960,ST5,2018-04-23 09:00:00,5.0,13.0,17.3,,,
186,2970961,RB7,2018-04-23 09:00:00,12.0,10.0,25.0,,,
187,2970962,TD5,2018-04-23 09:00:00,5.7,,,,,
188,2971000,CD1,2018-04-23 10:00:00,7.2,9.0,19.1,,,
189,2971001,BL0,2018-04-23 10:00:00,,,,,,
190,2971002,GR4,2018-04-23 10:00:00,1.3,6.0,11.2,,,
191,2971003,MY7,2018-04-23 10:00:00,12.7,,,,,
192,2971004,HV1,2018-04-23 10:00:00,9.0,18.7,28.3,,,
193,2971005,GN3,2018-04-23 10:00:00,3.7,10.9,21.3,,,
194,2971006,GR9,2018-04-23 10:00:00,0.5,7.3,8.6,,,
195,2971007,LW2,2018-04-23 10:00:00,6.3,15.9,59.5,,,
196,2971008,GN0,2018-04-23 10:00:00,3.7,6.8,19.2,,,
197,2971009,KF1,2018-04-23 10:00:00,,,,,,
198,2971010,CD9,2018-04-23 10:00:00,,,88.1,,,
199,2971011,CT3,2018-04-23 10:00:00,,,,,,
200,2971012,CT2,2018-04-23 10:00:00,,,,,,
201,2971013,BX9,2018-04-23 10:00:00,5.4,,,,,
202,2971014,BX1,2018-04-23 10:00:00,,8.0,1.9,,,
203,2971015,TH4,2018-04-23 10:00:00,5.4,17.0,50.9,,,
204,2971016,ST5,2018-04-23 10:00:00,4.0,18.0,11.3,,,
205,2971017,RB7,2018-04-23 10:00:00,12.0,8.8,23.0,,,
206,2971018,TD5,2018-04-23 10:00:00,1.6,,,,,
207,2971056,CD1,2018-04-23 11:00:00,6.7,10.3,25.3,,,
208,2971057,BL0,2018-04-23 11:00:00,,12.3,24.7,,,
209,2971058,GR4,2018-04-23 11:00:00,6.0,8.7,11.5,,,
210,2971059,MY7,2018-04-23 11:00:00,13.7,0.0,,,,
211,2971060,HV1,2018-04-23 11:00:00,5.0,17.9,25.7,,,
212,2971061,GN3,2018-04-23 11:00:00,5.6,11.1,21.8,,,
213,2971062,GR9,2018-04-23 11:00:00,3.5,9.7,7.5,,,
214,2971063,LW2,2018-04-23 11:00:00,8.0,15.0,55.3,,,
215,2971064,GN0,2018-04-23 11:00:00,2.1,8.2,19.0,,,
216,2971065,KF1,2018-04-23 11:00:00,,,,,,
217,2971066,CD9,2018-04-23 11:00:00,,,82.0,,,
218,2971067,CT3,2018-04-23 11:00:00,,,,,,
219,2971068,CT2,2018-04-23 11:00:00,,,,,,
220,2971069,BX9,2018-04-23 11:00:00,5.9,,,,,
221,2971070,BX1,2018-04-23 11:00:00,,,1.0,,,
222,2971071,TH4,2018-04-23 11:00:00,7.7,18.9,41.2,,,
223,2971072,ST5,2018-04-23 11:00:00,2.0,,7.8,,,
224,2971073,RB7,2018-04-23 11:00:00,11.0,,22.1,,,
225,2971074,TD5,2018-04-23 11:00:00,6.0,,,,,
226,2971112,CD1,2018-04-23 12:00:00,7.2,11.1,16.9,,,
227,2971113,BL0,2018-04-23 12:00:00,,12.1,42.6,,,
228,2971114,GR4,2018-04-23 12:00:00,4.6,7.7,11.5,,,
229,2971115,MY7,2018-04-23 12:00:00,12.0,19.1,,,,
230,2971116,HV1,2018-04-23 12:00:00,5.3,15.7,25.1,,,
231,2971117,GN3,2018-04-23 12:00:00,6.6,10.6,23.5,,,
232,2971118,GR9,2018-04-23 12:00:00,2.7,8.7,7.7,,,
233,2971119,LW2,2018-04-23 12:00:00,,,,,,
234,2971120,GN0,2018-04-23 12:00:00,5.4,11.8,17.3,,,
235,2971121,KF1,2018-04-23 12:00:00,,,,,,
236,2971122,CD9,2018-04-23 12:00:00,,,85.2,,,
237,2971123,CT3,2018-04-23 12:00:00,,,,,,
238,2971124,CT2,2018-04-23 12:00:00,,,,,,
239,2971125,BX9,2018-04-23 12:00:00,7.2,,,,,
240,2971126,BX1,2018-04-23 12:00:00,,11.0,1.0,,,
241,2971127,TH4,2018-04-23 12:00:00,7.4,20.0,40.8,,,
242,2971128,ST5,2018-04-23 12:00:00,6.0,12.0,14.0,,,
243,2971129,RB7,2018-04-23 12:00:00,12.0,9.2,18.7,,,
244,2971130,TD5,2018-04-23 12:00:00,7.7,,,,,
245,2971204,CD1,2018-04-23 14:00:00,10.9,12.0,22.0,,,
246,2971205,BL0,2018-04-23 14:00:00,3.2,12.7,23.1,,,
247,2971206,GR4,2018-04-23 14:00:00,6.1,10.2,14.7,,,
248,2971207,MY7,2018-04-23 14:00:00,13.7,29.1,,,,
249,2971208,HV1,2018-04-23 14:00:00,5.9,23.6,26.3,,,
250,2971209,GN3,2018-04-23 14:00:00,6.8,13.5,32.7,,,
251,2971210,GR9,2018-04-23 14:00:00,3.6,9.8,11.4,,,
252,2971211,LW2,2018-04-23 14:00:00,,,,,,
253,2971212,GN0,2018-04-23 14:00:00,7.1,12.7,17.1,,,
254,2971213,KF1,2018-04-23 14:00:00,,,,,,
255,2971214,CD9,2018-04-23 14:00:00,,,83.5,,,
256,2971215,CT3,2018-04-23 14:00:00,17.0,15.8,,,,
257,2971216,CT2,2018-04-23 14:00:00,13.0,,,,,
258,2971217,BX9,2018-04-23 14:00:00,7.1,,,,,
259,2971218,BX1,2018-04-23 14:00:00,,12.8,4.1,,,
260,2971219,TH4,2018-04-23 14:00:00,8.1,24.7,51.7,,,
261,2971220,ST5,2018-04-23 14:00:00,,,,,,
262,2971221,RB7,2018-04-23 14:00:00,13.0,14.6,30.3,,,
263,2971222,TD5,2018-04-23 14:00:00,7.6,,,,,
264,2971260,CD1,2018-04-23 15:00:00,10.7,13.9,,,,
265,2971261,BL0,2018-04-23 15:00:00,3.4,12.6,23.5,,,
266,2971262,GR4,2018-04-23 15:00:00,4.1,9.5,13.7,,,
267,2971263,MY7,2018-04-23 15:00:00,16.8,26.0,,,,
268,2971264,HV1,2018-04-23 15:00:00,7.8,27.1,33.5,,,
269,2971265,GN3,2018-04-23 15:00:00,,,,,,
270,2971266,GR9,2018-04-23 15:00:00,3.1,12.1,8.8,,,
271,2971267,LW2,2018-04-23 15:00:00,,,,,,
272,2971268,GN0,2018-04-23 15:00:00,,,,,,
273,2971269,KF1,2018-04-23 15:00:00,,,,,,
274,2971270,CD9,2018-04-23 15:00:00,,,86.6,,,
275,2971271,CT3,2018-04-23 15:00:00,,,,,,
276,2971272,CT2,2018-04-23 15:00:00,,,,,,
277,2971273,BX9,2018-04-23 15:00:00,6.1,,,,,
278,2971274,BX1,2018-04-23 15:00:00,,13.9,2.7,,,
279,2971275,TH4,2018-04-23 15:00:00,11.7,20.7,65.5,,,
280,2971276,ST5,2018-04-23 15:00:00,,,14.6,,,
281,2971277,RB7,2018-04-23 15:00:00,,,23.2,,,
282,2971278,TD5,2018-04-23 15:00:00,8.2,,,,,
283,2971280,CD1,2018-04-23 16:00:00,6.3,13.1,21.5,,,
284,2971281,BL0,2018-04-23 16:00:00,1.8,9.1,31.2,,,
285,2971282,GR4,2018-04-23 16:00:00,6.7,8.4,14.1,,,
286,2971283,MY7,2018-04-23 16:00:00,15.0,27.5,,,,
287,2971284,HV1,2018-04-23 16:00:00,7.9,19.3,35.7,,,
288,2971285,GN3,2018-04-23 16:00:00,6.8,16.5,34.8,,,
289,2971286,GR9,2018-04-23 16:00:00,4.1,10.4,9.9,,,
290,2971287,LW2,2018-04-23 16:00:00,7.1,16.2,54.0,,,
291,2971288,GN0,2018-04-23 16:00:00,7.0,14.1,21.8,,,
292,2971289,KF1,2018-04-23 16:00:00,,,,,,
293,2971290,CD9,2018-04-23 16:00:00,,,91.0,,,
294,2971291,CT3,2018-04-23 16:00:00,6.0,13.6,,,,
295,2971292,CT2,2018-04-23 16:00:00,9.0,,,,,
296,2971293,BX9,2018-04-23 16:00:00,7.0,,,,,
297,2971294,BX1,2018-04-23 16:00:00,,13.9,3.7,,,
298,2971295,TH4,2018-04-23 16:00:00,8.1,19.5,57.6,,,
299,2971296,ST5,2018-04-23 16:00:00,6.0,17.0,19.6,,,
300,2971297,RB7,2018-04-23 16:00:00,13.0,12.8,27.4,,,
301,2971298,TD5,2018-04-23 16:00:00,7.3,,,,,
302,2971371,CD1,2018-04-23 17:00:00,7.6,9.8,22.4,,,
303,2971372,BL0,2018-04-23 17:00:00,,10.2,21.4,,,
304,2971373,GR4,2018-04-23 17:00:00,4.1,10.1,17.6,,,
305,2971374,MY7,2018-04-23 17:00:00,11.7,31.8,,,,
306,2971375,HV1,2018-04-23 17:00:00,7.1,17.9,32.1,,,
307,2971376,GN3,2018-04-23 17:00:00,7.1,14.0,38.6,,,
308,2971377,GR9,2018-04-23 17:00:00,3.0,10.8,16.9,,,
309,2971378,LW2,2018-04-23 17:00:00,9.2,19.6,50.3,,,
310,2971379,GN0,2018-04-23 17:00:00,9.5,12.3,22.1,,,
311,2971380,KF1,2018-04-23 17:00:00,,,,,,
312,2971381,CD9,2018-04-23 17:00:00,,,97.7,,,
313,2971382,CT3,2018-04-23 17:00:00,3.0,9.0,,,,
314,2971383,CT2,2018-04-23 17:00:00,12.0,,,,,
315,2971384,BX9,2018-04-23 17:00:00,7.5,,,,,
316,2971385,BX1,2018-04-23 17:00:00,,12.9,4.3,,,
317,2971386,TH4,2018-04-23 17:00:00,8.2,21.4,59.3,,,
318,2971387,ST5,2018-04-23 17:00:00,8.0,22.0,15.5,,,
319,2971388,RB7,2018-04-23 17:00:00,10.0,7.2,24.2,,,
320,2971389,TD5,2018-04-23 17:00:00,7.0,,,,,
321,2971427,CD1,2018-04-23 18:00:00,7.5,10.8,23.4,,,
322,2971428,BL0,2018-04-23 18:00:00,,,,,,
323,2971429,GR4,2018-04-23 18:00:00,3.2,9.2,17.8,,,
324,2971430,MY7,2018-04-23 18:00:00,11.1,31.8,,,,
325,2971431,HV1,2018-04-23 18:00:00,9.0,22.4,31.8,,,
326,2971432,GN3,2018-04-23 18:00:00,8.6,16.3,31.0,,,
327,2971433,GR9,2018-04-23 18:00:00,4.1,8.9,11.4,,,
328,2971434,LW2,2018-04-23 18:00:00,11.6,16.2,58.8,,,
329,2971435,GN0,2018-04-23 18:00:00,12.2,15.8,20.6,,,
330,2971436,KF1,2018-04-23 18:00:00,,,,,,
331,2971437,CD9,2018-04-23 18:00:00,,,88.5,,,
332,2971438,CT3,2018-04-23 18:00:00,5.0,13.0,,,,
333,2971439,CT2,2018-04-23 18:00:00,15.0,,,,,
334,2971440,BX9,2018-04-23 18:00:00,8.7,,,,,
335,2971441,BX1,2018-04-23 18:00:00,,17.9,7.0,,,
336,2971442,TH4,2018-04-23 18:00:00,6.9,18.8,39.6,,,
337,2971443,ST5,2018-04-23 18:00:00,14.0,26.0,16.0,,,
338,2971444,RB7,2018-04-23 18:00:00,12.0,10.6,18.8,,,
339,2971445,TD5,2018-04-23 18:00:00,5.4,,,,,
340,2971483,CD1,2018-04-23 19:00:00,8.1,8.7,20.0,,,
341,2971484,BL0,2018-04-23 19:00:00,2.2,9.4,22.6,,,
342,2971485,GR4,2018-04-23 19:00:00,5.6,13.5,14.3,,,
343,2971486,MY7,2018-04-23 19:00:00,9.1,25.1,,,,
344,2971487,HV1,2018-04-23 19:00:00,6.5,16.1,29.1,,,
345,2971488,GN3,2018-04-23 19:00:00,7.0,11.4,29.4,,,
346,2971489,GR9,2018-04-23 19:00:00,5.5,11.6,22.7,,,
347,2971490,LW2,2018-04-23 19:00:00,11.0,21.3,48.0,,,
348,2971491,GN0,2018-04-23 19:00:00,7.0,11.7,23.1,,,
349,2971492,KF1,2018-04-23 19:00:00,,,,,,
350,2971493,CD9,2018-04-23 19:00:00,,,78.1,,,
351,2971494,CT3,2018-04-23 19:00:00,5.0,13.6,,,,
352,2971495,CT2,2018-04-23 19:00:00,13.0,,,,,
353,2971496,BX9,2018-04-23 19:00:00,6.5,,,,,
354,2971497,BX1,2018-04-23 19:00:00,,12.2,6.2,,,
355,2971498,TH4,2018-04-23 19:00:00,10.6,15.4,39.1,,,
356,2971499,ST5,2018-04-23 19:00:00,10.0,24.0,15.7,,,
357,2971500,RB7,2018-04-23 19:00:00,13.0,9.0,18.8,,,
358,2971501,TD5,2018-04-23 19:00:00,5.0,,,,,
359,2971539,CD1,2018-04-23 20:00:00,10.7,12.7,27.1,,,
360,2971540,BL0,2018-04-23 20:00:00,6.5,12.2,22.2,,,
361,2971541,GR4,2018-04-23 20:00:00,5.9,9.9,12.2,,,
362,2971542,MY7,2018-04-23 20:00:00,10.7,24.2,,,,
363,2971543,HV1,2018-04-23 20:00:00,5.0,10.3,22.9,,,
364,2971544,GN3,2018-04-23 20:00:00,7.3,9.4,19.6,,,
365,2971545,GR9,2018-04-23 20:00:00,4.1,14.1,23.5,,,
366,2971546,LW2,2018-04-23 20:00:00,10.5,13.7,33.4,,,
367,2971547,GN0,2018-04-23 20:00:00,14.5,15.7,19.3,,,
368,2971548,KF1,2018-04-23 20:00:00,,,,,,
369,2971549,CD9,2018-04-23 20:00:00,,,83.7,,,
370,2971550,CT3,2018-04-23 20:00:00,3.0,7.6,,,,
371,2971551,CT2,2018-04-23 20:00:00,11.0,,,,,
372,2971552,BX9,2018-04-23 20:00:00,8.5,,,,,
373,2971553,BX1,2018-04-23 20:00:00,,9.6,4.9,,,
374,2971554,TH4,2018-04-23 20:00:00,8.8,12.7,36.0,,,
375,2971555,ST5,2018-04-23 20:00:00,9.0,17.0,12.2,,,
376,2971556,RB7,2018-04-23 20:00:00,13.0,15.8,21.4,,,
377,2971557,TD5,2018-04-23 20:00:00,6.9,,,,,
378,2971595,CD1,2018-04-23 21:00:00,9.7,12.1,21.8,,,
379,2971596,BL0,2018-04-23 21:00:00,3.6,9.9,18.7,,,
380,2971597,GR4,2018-04-23 21:00:00,2.7,9.0,9.9,,,
381,2971598,MY7,2018-04-23 21:00:00,10.8,22.3,,,,
382,2971599,HV1,2018-04-23 21:00:00,3.2,8.9,19.9,,,
383,2971600,GN3,2018-04-23 21:00:00,7.7,13.2,20.1,,,
384,2971601,GR9,2018-04-23 21:00:00,4.9,13.3,21.7,,,
385,2971602,LW2,2018-04-23 21:00:00,6.5,16.2,22.1,,,
386,2971603,GN0,2018-04-23 21:00:00,1.7,9.8,19.0,,,
387,2971604,KF1,2018-04-23 21:00:00,,,,,,
388,2971605,CD9,2018-04-23 21:00:00,,,72.1,,,
389,2971606,CT3,2018-04-23 21:00:00,0.0,10.4,,,,
390,2971607,CT2,2018-04-23 21:00:00,10.0,,,,,
391,2971608,BX9,2018-04-23 21:00:00,8.8,,,,,
392,2971609,BX1,2018-04-23 21:00:00,,11.0,1.5,,,
393,2971610,TH4,2018-04-23 21:00:00,7.1,12.4,28.9,,,
